model,params,text,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
text-ada-001,350000000,True,"In the game of golf, nothing counts as much as your opponent.",J,-3.8367517,1, opponent,3.8367517, opponent
text-ada-001,350000000,True,"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",E,-1.030397,1, copper,1.030397, copper
text-ada-001,350000000,True,"It was so hot at Playboy, the centerfold took off her bikini.",S,-4.2521276,1, bikini,4.2521276, bikini
text-ada-001,350000000,True,"It was so hot at Playboy, the centerfold took off her staple.",J,-16.699465,1, staple,16.699465, staple
text-ada-001,350000000,True,It was too hot to sleep in a bed so he strung up a mesh hammock.,E,-8.13870560983,2, hammock,8.13870560983, hammock
text-ada-001,350000000,True,"It's always nicer to give than to receive, especially when it's your opinion.",J,-12.270732,1, opinion,12.270732, opinion
text-ada-001,350000000,True,"It's always nicer to give than to receive, especially when it's your parents.",S,-15.181508,1, parents,15.181508, parents
text-ada-001,350000000,True,It's extraordinary what fine poker hand you get when you're playing bridge.,J,-15.634384,1, bridge,15.634384, bridge
text-ada-001,350000000,True,It's extraordinary what fine poker hand you get when you're playing stud.,S,-13.140554,1, stud,13.140554, stud
text-ada-001,350000000,True,It's hard to admit when one is wrong.,E,-0.3402542,1, wrong,0.3402542, wrong
text-ada-001,350000000,True,"It's hard to raise a family nowadays, especially in the country.",S,-8.225593,1, country,8.225593, country
text-ada-001,350000000,True,"It's hard to raise a family nowadays, especially in the morning.",J,-9.091088,1, morning,9.091088, morning
text-ada-001,350000000,True,It's not hard to meet expenses; they're affordable.,S,-13.524099,1, affordable,13.524099, affordable
text-ada-001,350000000,True,It's not hard to meet expenses; they're everywhere.,J,-9.249038,1, everywhere,9.249038, everywhere
text-ada-001,350000000,True,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,S,-5.077821,1, bird,5.077821, bird
text-ada-001,350000000,True,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,J,-7.017519,1, kids,7.017519, kids
text-ada-001,350000000,True,"Love has its benefits, and they are usually called alimony.",J,-22.019358,2, alimony,22.019358, alimony
text-ada-001,350000000,True,"Love has its benefits, and they are usually called memories.",S,-15.961501,1, memories,15.961501, memories
text-ada-001,350000000,True,Many a freshman helps the college of his choice by becoming a dropout.,J,-17.259179,2, dropout,17.259179, dropout
text-ada-001,350000000,True,Many a freshman helps the college of his choice by becoming a member.,S,-1.4745324,1, member,1.4745324, member
text-ada-001,350000000,True,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,J,-11.893884,1, blonde,11.893884, blonde
text-ada-001,350000000,True,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,S,-4.76704,1, palm,4.76704, palm
text-ada-001,350000000,True,"Many things run in families, especially noses.",J,-14.653969,1, noses,14.653969, noses
text-ada-001,350000000,True,"Many things run in families, especially strength.",S,-13.818312,1, strength,13.818312, strength
text-ada-001,350000000,True,Modern science is amazing: garbage is now being made into gasoline.,S,-10.47551,1, gasoline,10.47551, gasoline
text-ada-001,350000000,True,Modern science is amazing: garbage is now being made into movies.,J,-13.217015,1, movies,13.217015, movies
text-ada-001,350000000,True,Most cats see very well at night.,E,-3.0678399,1, night,3.0678399, night
text-ada-001,350000000,True,Most of the people running for office are not politicians; they're candidates.,S,-3.4298582,1, candidates,3.4298582, candidates
text-ada-001,350000000,True,Most of the people running for office are not politicians; they're commuters.,J,-12.297257,1, commuters,12.297257, commuters
text-ada-001,350000000,True,Mrs Martin told the bad student to stand in the corner.,E,-1.0358497,1, corner,1.0358497, corner
text-ada-001,350000000,True,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,J,-14.445137,1, drinks,14.445137, drinks
text-ada-001,350000000,True,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,S,-6.947946,1, stove,6.947946, stove
text-ada-001,350000000,True,My church welcomes all denominations but prefers Mormons.,S,-10.444543,1, Mormons,10.444543, Mormons
text-ada-001,350000000,True,My church welcomes all denominations but prefers twenties.,J,-16.623522,1, twenties,16.623522, twenties
text-ada-001,350000000,True,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,J,-12.264007,1, millionaire,12.264007, millionaire
text-ada-001,350000000,True,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,S,-9.849252,1, practitioner,9.849252, practitioner
text-ada-001,350000000,True,My husband took the money we were saving to buy a new car and blew it all at the laundry.,J,-14.166452,1, laundry,14.166452, laundry
text-ada-001,350000000,True,My husband took the money we were saving to buy a new car and blew it all at the tables.,S,-14.201051,1, tables,14.201051, tables
text-ada-001,350000000,True,"My mechanic couldn't fix my brakes, so he fixed my clutch.",S,-6.53819,1, clutch,6.53819, clutch
text-ada-001,350000000,True,"My mechanic couldn't fix my brakes, so he fixed my horn.",J,-9.849838,1, horn,9.849838, horn
text-ada-001,350000000,True,My wife did natural childbirth: no anesthetic.,S,-8.655292,2, anesthetic,8.655292, anesthetic
text-ada-001,350000000,True,My wife did natural childbirth: no makeup.,J,-12.830917,1, makeup,12.830917, makeup
text-ada-001,350000000,True,"Nature has three ways of thinning the herd: drought, famine, and hunting.",S,-8.12258,1, hunting,8.12258, hunting
text-ada-001,350000000,True,"Nature has three ways of thinning the herd: drought, famine, and primaries.",J,-14.97261,1, primaries,14.97261, primaries
text-ada-001,350000000,True,No patient should leave the hospital until he's strong enough to face the cashier.,J,-18.4138381,2, cashier,18.4138381, cashier
text-ada-001,350000000,True,No patient should leave the hospital until he's strong enough to face the outside.,S,-0.27769765,1, outside,0.27769765, outside
text-ada-001,350000000,True,None of his books made any sense.,E,-0.14929427,1, sense,0.14929427, sense
text-ada-001,350000000,True,Nothing ages a woman faster than hardships.,S,-17.12245,1, hardships,17.12245, hardships
text-ada-001,350000000,True,Nothing ages a woman faster than identification.,J,-13.699555,1, identification,13.699555, identification
text-ada-001,350000000,True,Nothing in the known universe travels faster than gossip.,J,-21.154942,1, gossip,21.154942, gossip
text-ada-001,350000000,True,Nothing in the known universe travels faster than radiation.,S,-19.631184,1, radiation,19.631184, radiation
text-ada-001,350000000,True,Nothing you put in a banana split is as potentially fattening as the spoon.,J,-6.9602647,1, spoon,6.9602647, spoon
text-ada-001,350000000,True,Nothing you put in a banana split is as potentially fattening as the syrup.,S,-11.578492,1, syrup,11.578492, syrup
text-ada-001,350000000,True,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",S,-8.561651,1, careers,8.561651, careers
text-ada-001,350000000,True,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",J,-5.768284871600001,3, nuptials,5.768284871600001, nuptials
text-ada-001,350000000,True,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",S,-5.660254,1, disease,5.660254, disease
text-ada-001,350000000,True,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",J,-11.988279,1, gambling,11.988279, gambling
text-ada-001,350000000,True,One good turn gets most of the blanket.,J,-12.820917,1, blanket,12.820917, blanket
text-ada-001,350000000,True,One good turn gets most of the profit.,S,-10.421946,1, profit,10.421946, profit
text-ada-001,350000000,True,One good way to invest in the country is to buy a business.,S,-5.8739095,1, business,5.8739095, business
text-ada-001,350000000,True,One good way to invest in the country is to buy a senator.,J,-11.075929,1, senator,11.075929, senator
text-ada-001,350000000,True,One person who sure makes a long story short is my aunt.,S,-5.9777937,1, aunt,5.9777937, aunt
text-ada-001,350000000,True,One person who sure makes a long story short is my editor.,J,-9.346148,1, editor,9.346148, editor
text-ada-001,350000000,True,One thing that makes the world go round is detours.,J,-19.0181309,2, detours,19.0181309, detours
text-ada-001,350000000,True,One thing that makes the world go round is greed.,S,-12.868578,1, greed,12.868578, greed
text-ada-001,350000000,True,One way to keep pornography away from teenagers is to put it in a cabinet.,S,-8.870123,1, cabinet,8.870123, cabinet
text-ada-001,350000000,True,One way to keep pornography away from teenagers is to put it in a textbook.,J,-15.163585,1, textbook,15.163585, textbook
text-ada-001,350000000,True,Our new green car blocked the narrow driveway.,E,-7.5078006,1, driveway,7.5078006, driveway
text-ada-001,350000000,True,Our son brought home a note from school saying they need a written excuse for his presence.,J,-7.639486,1, presence,7.639486, presence
text-ada-001,350000000,True,Our son brought home a note from school saying they need a written excuse for his tardiness.,S,-11.47748186,3, tardiness,11.47748186, tardiness
text-ada-001,350000000,True,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",S,-13.96014,1, diversion,13.96014, diversion
text-ada-001,350000000,True,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",J,-13.476159,1, punishment,13.476159, punishment
text-ada-001,350000000,True,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,E,-1.4575485,1, disposal,1.4575485, disposal
text-ada-001,350000000,True,Politicians who are as American as apple pie still want their rewards.,S,-11.105208,1, rewards,11.105208, rewards
text-ada-001,350000000,True,Politicians who are as American as apple pie still want their slice.,J,-10.697936,1, slice,10.697936, slice
text-ada-001,350000000,True,Save the whales; start a coalition.,S,-8.633589,1, coalition,8.633589, coalition
text-ada-001,350000000,True,Save the whales; start a collection.,J,-12.528253,1, collection,12.528253, collection
text-ada-001,350000000,True,She always told girls not to look for a husband but just to date bachelors.,J,-14.39065785,3, bachelors,14.39065785, bachelors
text-ada-001,350000000,True,She always told girls not to look for a husband but just to date someone.,S,-7.1178017,1, someone,7.1178017, someone
text-ada-001,350000000,True,"She asked what state he was born in, and he said in the East.",S,-10.890562,1, East,10.890562, East
text-ada-001,350000000,True,"She asked what state he was born in, and he said in the nude.",J,-18.243114,1, nude,18.243114, nude
text-ada-001,350000000,True,She bought her father a tasteful tie for his birthday.,E,-0.6154954,1, birthday,0.6154954, birthday
text-ada-001,350000000,True,She called her husband at his office.,E,-0.40617847,1, office,0.40617847, office
text-ada-001,350000000,True,"She is so modest, she pulls down the shade to change her jacket.",S,-9.506425,1, jacket,9.506425, jacket
